Establishment,Permit Holder,Telephone,Establishment Permit #,Establishment Address Street #,Establishment Address Street Name,Establishment Address Unit #,Establishment Address City,Establishment Address State,Establishment Address Zip Code,Mailing Address Street #,Mailing Address Street Name,Mailing Address Unit #,Mailing Address City,Mailing Address State,Mailing Address Zip Code,Mailing Care Of,PO BOX,Facility Permit #,Business Status,Facility Type,Risk Category,1st Inspection,TMKZone,TMKSection,TMKPlat,TMKParcel,Permit Expire Date
URASENKE FOUNDATION OF HAWAII,URASENKE FOUNDATION OF HAWAII,(808)923-3059,227,"SARATOGA ROAD
HONOLULU, HAWAII 96815
(21.282134598493315, -157.83100012128017)",SARATOGA ROAD ,   ,HONOLULU,HAWAII,96815,"SARATOGA ROAD
HONOLULU, HAWAII 96815
(21.282134598493315, -157.83100012128017)",SARATOGA ROAD ,   ,HONOLULU,HAWAII,96815,,,227,Open,137 New and Renewal 3,Category 3,05/09/2011 12:00:00 AM,2,6,3,42,05/28/2013 12:00:00 AM
AINA HAINA ELEMENTARY SCHOOL CAFETERIA,DEPARTMENT OF EDUCATION,(808)377-2422,231,"HIND DRIVE
HONOLULU, HAWAII 96821
(21.2786901951211, -157.74947208271396)",HIND DRIVE ,   ,HONOLULU,HAWAII,96821,"HIND DRIVE
HONOLULU, HAWAII 96821
(21.2786901951211, -157.74947208271396)",HIND DRIVE ,   ,HONOLULU,HAWAII,96821, LISA ELLIOT,,231,Open,137 New and Renewal 1,Category 1,04/20/2011 12:00:00 AM,3,6,11,9,05/10/2013 12:00:00 AM
AIEA ELEMENTARY SCHOOL,DEPARTMENT OF EDUCATION,(808)483-7233,235,"MOANALUA ROAD
AIEA, HAWAII 96701
(21.384009797972425, -157.93770917666674)",MOANALUA ROAD ,   ,AIEA,HAWAII,96701,"KULAWEA STREET
AIEA, HAWAII 96701
(21.379090851272558, -157.9258752512844)",KULAWEA STREET ,   ,AIEA,HAWAII,96701,  CAROLYN FUKUI,,235,Open,137 New and Renewal 2,Category 2,05/04/2011 12:00:00 AM,9,9,5,4,05/03/2013 12:00:00 AM
WAHIAWA PRESCHOOL/DAYCARE CENTER,WAHIAWA UNITED METHODIST CHURCH,(808)621-6214,237,"CALIFORNIA AVENUE
WAHIAWA, HAWAII 96786
(21.49588995502748, -158.02980424907722)",CALIFORNIA AVENUE ,   ,WAHIAWA,HAWAII,96786,"CALIFORNIA AVENUE
WAHIAWA, HAWAII 96786
(21.49588995502748, -158.02980424907722)",CALIFORNIA AVENUE ,   ,WAHIAWA,HAWAII,96786,,,237,Open,137 New and Renewal 3,Category 3,03/27/2009 12:00:00 AM,7,4,18,31,04/09/2011 12:00:00 AM
JEFFERSON ELEMENTARY SCHOOL CAFETERIA,DEPARTMENT OF EDUCATION,(808)971-6930,238,"KAPAHULU AVENUE
HONOLULU, HAWAII 96815
(21.273487832608467, -157.81652989273888)",KAPAHULU AVENUE ,   ,HONOLULU,HAWAII,96815,"KAPAHULU AVENUE
HONOLULU, HAWAII 96815
(21.273487832608467, -157.81652989273888)",KAPAHULU AVENUE ,   ,HONOLULU,HAWAII,96815,,,238,Open,137 New and Renewal 1,Category 1,05/09/2011 12:00:00 AM,2,6,28,5,05/12/2013 12:00:00 AM
ZIPPY'S WAHIAWA,"FCH ENTERPRISES, INC.",(808)973-0880,239,"NORTH KAMEHAMEHA HIGHWAY
WAHIAWA, HAWAII 96786
(21.50768886519383, -158.0359692177804)",NORTH KAMEHAMEHA HIGHWAY,   ,WAHIAWA,HAWAII,96786,"SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.28996578888771, -157.8182999635788)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96826,,,239,Open,137 New and Renewal 1,Category 1,03/16/2011 12:00:00 AM,7,4,4,21,04/01/2013 12:00:00 AM
DAN WAGON,DAN VINH CAO,(808)685-1013,248,"GULICK AVENUE
HONOLULU, HAWAII 96817
(21.34213736428819, -157.86777789566838)",GULICK AVENUE ,   ,HONOLULU,HAWAII,96817,"PUUAINAKO PLACE
EWA BEACH, HAWAII 96706
(21.332172401718307, -158.0300334676989)",PUUAINAKO PLACE ,   ,EWA BEACH,HAWAII,96706,,,248,Open,137 New and Renewal 3,Category 3,04/13/2011 12:00:00 AM,1,2,11,97,05/10/2013 12:00:00 AM
CARL'S JR. & CIRCLE K,MERRILL FINANCIAL CORP.,(808)351-7025,251,"NORTH NIMITZ HIGHWAY
HONOLULU, HAWAII 96819
(21.337267535499564, -157.91434479034552)",NORTH NIMITZ HIGHWAY,   ,HONOLULU,HAWAII,96819,"HONOLULU, HAWAII 96817
(21.324720000327943, -157.859919999808)",,   ,HONOLULU,HAWAII,96817, ADMINISTRATION OFFICE,19067,251,Open,137 New and Renewal 2,Category 2,06/15/2011 12:00:00 AM,1,2,13,12,06/28/2013 12:00:00 AM
"PLAYMATE KINDERGARTEN, DAY CARE CTR & GRADE SCHOOL, LTD.","PLAYMATE KINDERGARTEN, DAY CARE CENTER & GRADE SCHOOL, LTD.",(808)536-6442,256,"KEEAUMOKU STREET
HONOLULU, HAWAII 96822
(21.309977608520427, -157.8317510551746)",KEEAUMOKU STREET ,   ,HONOLULU,HAWAII,96822,"KEEAUMOKU STREET
HONOLULU, HAWAII 96822
(21.309977608520427, -157.8317510551746)",KEEAUMOKU STREET ,   ,HONOLULU,HAWAII,96822,  MARGARET LEE,,256,Open,137 New and Renewal 2,Category 2,04/11/2011 12:00:00 AM,2,4,25,9,05/03/2013 12:00:00 AM
KAIMUKI HIGH SCHOOL CAFETERIA,DEPARTMENT OF EDUCATION,(808)733-4908,258,"KAIMUKI AVENUE
HONOLULU, HAWAII 96816
(21.288355946430602, -157.8164380696197)",KAIMUKI AVENUE ,   ,HONOLULU,HAWAII,96816,"KAIMUKI AVENUE
HONOLULU, HAWAII 96816
(21.288355946430602, -157.8164380696197)",KAIMUKI AVENUE ,   ,HONOLULU,HAWAII,96816,,,258,Open,137 New and Renewal 1,Category 1,05/19/2011 12:00:00 AM,2,7,34,4,05/11/2013 12:00:00 AM
"CHART HOUSE, THE","CABELL ENTERPRISE, INC.",(808)941-6669,259,"ALA MOANA BOULEVARD
HONOLULU, HAWAII 96815
(21.285143580295973, -157.83477418661556)",ALA MOANA BOULEVARD,   ,HONOLULU,HAWAII,96815,"ALA MOANA BOULEVARD
HONOLULU, HAWAII 96815
(21.285143580295973, -157.83477418661556)",ALA MOANA BOULEVARD,   ,HONOLULU,HAWAII,96815,,,259,Open,137 New and Renewal 1,Category 1,05/11/2011 12:00:00 AM,2,6,10,2,05/28/2013 12:00:00 AM
MCDONALD'S OF PALOLO,MCDONALD'S CORP.,(808)733-1540,261,"WAIALAE AVENUE
HONOLULU, HAWAII 96816
(21.27877563071388, -157.78931204861195)",WAIALAE AVENUE ,   ,HONOLULU,HAWAII,96816,"BISHOP STREET
HONOLULU, HAWAII 96813
(21.307023335654208, -157.86366799399445)",BISHOP STREET,2000,HONOLULU,HAWAII,96813,,,261,Open,137 New and Renewal 2,Category 2,04/11/2011 12:00:00 AM,3,3,3,27,04/14/2013 12:00:00 AM
ROOSEVELT HIGH SCHOOL,DEPARTMENT OF EDUCATION,(808)531-9517,264,"NEHOA STREET
HONOLULU, HAWAII 96822
(21.309716389413243, -157.83976820324835)",NEHOA STREET ,   ,HONOLULU,HAWAII,96822,"HONOLULU, HAWAII 96804
(21.30654000012106, -157.86044000040556)",,   ,HONOLULU,HAWAII,96804,,2360,264,Open,137 New and Renewal 1,Category 1,05/02/2011 12:00:00 AM,2,4,32,1,05/10/2013 12:00:00 AM
KENNY'S RESTAURANT,KAMEHAMEHA CENTER SPECIALTY CORP.,(808)292-8482,265,"NORTH SCHOOL STREET
HONOLULU, HAWAII 96817
(21.324720000327943, -157.859919999808)",NORTH SCHOOL STREET,   ,HONOLULU,HAWAII,96817,"NORTH SCHOOL STREET
HONOLULU, HAWAII 96817
(21.324720000327943, -157.859919999808)",NORTH SCHOOL STREET,   ,HONOLULU,HAWAII,96817,,,265,Open,137 New and Renewal 1,Category 1,03/24/2011 12:00:00 AM,1,6,28,56,04/12/2013 12:00:00 AM
KAWAIAHAO SCHOOL,KAWAIAHAO CHURCH CORP.,,273,"MISSION LANE
HONOLULU, HAWAII 96813
(21.30288504874107, -157.8586001491153)",MISSION LANE ,   ,HONOLULU,HAWAII,96813,"MISSION LANE
HONOLULU, HAWAII 96813
(21.30288504874107, -157.8586001491153)",MISSION LANE ,   ,HONOLULU,HAWAII,96813,,,273,Open,137 New and Renewal 3,Category 3,04/20/2011 12:00:00 AM,2,1,32,17,05/03/2013 12:00:00 AM
ZIPPY'S PEARL CITY,"FCH ENTERPRISES, INC.",(808)973-0880,275,"KAMEHAMEHA HIGHWAY
PEARL CITY, HAWAII 96782
(21.397067953837848, -157.97972550187563)",KAMEHAMEHA HIGHWAY ,   ,PEARL CITY,HAWAII,96782,"SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.28996578888771, -157.8182999635788)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96826,,,275,Open,137 New and Renewal 1,Category 1,03/16/2011 12:00:00 AM,9,7,29,34,04/01/2013 12:00:00 AM
TACO BELL #1 WAHIAWA,"TACO ALOHA, INC.",(808)566-5247,276,"SOUTH KAMEHAMEHA HIGHWAY
WAHIAWA, HAWAII 96786
(21.50768886519383, -158.0359692177804)",SOUTH KAMEHAMEHA HIGHWAY,   ,WAHIAWA,HAWAII,96786,"FORT STREET MALL
HONOLULU, HAWAII 96813
(21.31198022982935, -157.85804219770066)",FORT STREET MALL,130,HONOLULU,HAWAII,96813,,,276,Open,137 New and Renewal 2,Category 2,07/05/2011 12:00:00 AM,7,4,1,13,06/30/2013 12:00:00 AM
HOSOI GARDEN MORTUARY,"HOSOI GARDEN MORTUARY, INC.",(808)538-3877,277,"NORTH KUKUI STREET
HONOLULU, HAWAII 96817
(21.315324077984656, -157.8603539923165)",NORTH KUKUI STREET,   ,HONOLULU,HAWAII,96817,"NORTH KUKUI STREET
HONOLULU, HAWAII 96817
(21.315324077984656, -157.8603539923165)",NORTH KUKUI STREET,   ,HONOLULU,HAWAII,96817,,,277,Open,137 New and Renewal 3,Category 3,03/31/2011 12:00:00 AM,1,7,6,2,04/12/2013 12:00:00 AM
WAIALUA ELEMENTARY SCHOOL,DEPARTMENT OF EDUCATION,(808)637-8201,278,"WAIALUA BEACH ROAD
WAIALUA, HAWAII 96791
(21.575894221580672, -158.10673258942876)",WAIALUA BEACH ROAD,   ,WAIALUA,HAWAII,96791,"WAIALUA BEACH ROAD
WAIALUA, HAWAII 96791
(21.575894221580672, -158.10673258942876)",WAIALUA BEACH ROAD,   ,WAIALUA,HAWAII,96791,,,278,Open,137 New and Renewal 1,Category 1,05/19/2011 12:00:00 AM,6,7,1,10,05/10/2013 12:00:00 AM
ZIPPY'S MCCULLY,"FCH ENTERPRISES, INC.",(808)973-0880,286,"SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.28996578888771, -157.8182999635788)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96826,"SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.28996578888771, -157.8182999635788)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96826,,,286,Open,137 New and Renewal 1,Category 1,03/16/2011 12:00:00 AM,2,3,27,8,04/01/2013 12:00:00 AM
ZIPPY'S ALA MOANA,"FCH ENTERPRISES, INC.",(808)973-0880,289,"ALA MOANA BOULEVARD
HONOLULU, HAWAII 96814
(21.28823767336588, -157.84028676965752)",ALA MOANA BOULEVARD,   ,HONOLULU,HAWAII,96814,"SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.28996578888771, -157.8182999635788)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96826,,,289,Open,137 New and Renewal 1,Category 1,03/16/2011 12:00:00 AM,2,3,38,1,04/01/2013 12:00:00 AM
ANN PEARL CARE HOME,"ANN PEARL CARE HOME, INC.",(808)247-0003,298,"WAIKALUA ROAD
KANEOHE, HAWAII 96744
(21.413830120578623, -157.79202216179485)",WAIKALUA ROAD ,   ,KANEOHE,HAWAII,96744,"WAIKALUA ROAD
KANEOHE, HAWAII 96744
(21.413830120578623, -157.79202216179485)",WAIKALUA ROAD ,   ,KANEOHE,HAWAII,96744,,,298,Open,137 New and Renewal 1,Category 1,02/01/2011 12:00:00 AM,4,5,11,8,02/11/2013 12:00:00 AM
LINCOLN ELEMENTARY SCHOOL CAFETERIA,DEPARTMENT OF EDUCATION,(808)587-4486,304,"AUWAIOLIMU STREET
HONOLULU, HAWAII 96813
(21.317742394589303, -157.8489082857433)",AUWAIOLIMU STREET ,   ,HONOLULU,HAWAII,96813,"AUWAIOLIMU STREET
HONOLULU, HAWAII 96813
(21.317742394589303, -157.8489082857433)",AUWAIOLIMU STREET ,   ,HONOLULU,HAWAII,96813,,,304,Open,137 New and Renewal 1,Category 1,02/11/2011 12:00:00 AM,2,4,33,15,02/11/2013 12:00:00 AM
STEVENSON MIDDLE SCHOOL,DEPARTMENT OF EDUCATION,(808)587-4532,305,"PROSPECT STREET
HONOLULU, HAWAII 96822
(21.309384091640826, -157.84076307026845)",PROSPECT STREET ,   ,HONOLULU,HAWAII,96822,"PROSPECT STREET
HONOLULU, HAWAII 96822
(21.309384091640826, -157.84076307026845)",PROSPECT STREET ,   ,HONOLULU,HAWAII,96822,,,305,Open,137 New and Renewal 1,Category 1,02/11/2011 12:00:00 AM,2,4,33,13,02/11/2013 12:00:00 AM
BENIHANA OF TOKYO,"BENIHANA OF TOKYO, INC.",(808)955-5955,308,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,"KALIA ROAD
HONOLULU, HAWAII 96815
(21.280943687655693, -157.83349984339839)",KALIA ROAD ,   ,HONOLULU,HAWAII,96815,  MARK TATEISHI,,308,Open,137 New and Renewal 2,Category 2,06/28/2011 12:00:00 AM,2,6,8,34,06/28/2013 12:00:00 AM
CALVARY BY THE SEA SCHOOL,CALVARY LUTHERAN CHURCH,(808)377-5104,314,"KALANIANAOLE HIGHWAY
HONOLULU, HAWAII 96821
(21.278261186711564, -157.75269197359427)",KALANIANAOLE HIGHWAY ,   ,HONOLULU,HAWAII,96821,"KALANIANAOLE HIGHWAY
HONOLULU, HAWAII 96821
(21.278261186711564, -157.75269197359427)",KALANIANAOLE HIGHWAY ,   ,HONOLULU,HAWAII,96821,,,314,Open,137 New and Renewal 3,Category 3,04/06/2011 12:00:00 AM,3,6,3,42,04/14/2013 12:00:00 AM
NIMITZ ELEMENTARY SCHOOL,DEPARTMENT OF EDUCATION,(808)421-4172,319,"MAIN STREET
HONOLULU, HAWAII 96818
(21.34802876548634, -157.93532935599953)",MAIN STREET ,   ,HONOLULU,HAWAII,96818,"MAIN STREET
HONOLULU, HAWAII 96818
(21.34802876548634, -157.93532935599953)",MAIN STREET ,   ,HONOLULU,HAWAII,96818,,,319,Open,137 New and Renewal 1,Category 1,06/13/2011 12:00:00 AM,1,1,2,6,05/25/2013 12:00:00 AM
ZIPPY'S KAPAHULU,"FCH ENTERPRISES, INC.",(808)973-0880,320,"KAPAHULU AVENUE
HONOLULU, HAWAII 96816
(21.287804823888052, -157.81283381628828)",KAPAHULU AVENUE ,   ,HONOLULU,HAWAII,96816,"SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.28996578888771, -157.8182999635788)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96826,,,320,Open,137 New and Renewal 1,Category 1,03/16/2011 12:00:00 AM,3,1,12,28,04/01/2013 12:00:00 AM
MOILIILI HONGWANJI PRESCHOOL,MOILIILI HONGWANJI MISSION,(808)946-4416,324,"UNIVERSITY AVENUE
HONOLULU, HAWAII 96826
(21.295021883173177, -157.82133690607532)",UNIVERSITY AVENUE ,   ,HONOLULU,HAWAII,96826,"UNIVERSITY AVENUE
HONOLULU, HAWAII 96826
(21.295021883173177, -157.82133690607532)",UNIVERSITY AVENUE ,   ,HONOLULU,HAWAII,96826,,,324,Open,137 New and Renewal 3,Category 3,03/28/2011 12:00:00 AM,2,7,16,23,04/14/2013 12:00:00 AM
STRAUB CLINIC & HOSPITAL,STRAUB CLINIC & HOSPITAL,(808)522-3673,329,"SOUTH KING STREET
HONOLULU, HAWAII 96813
(21.31055008497322, -157.86281449117345)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96813,"SOUTH KING STREET
HONOLULU, HAWAII 96813
(21.31055008497322, -157.86281449117345)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96813,,,329,Open,137 New and Renewal 1,Category 1,02/01/2011 12:00:00 AM,1,6,1,12,02/13/2013 12:00:00 AM
KULA KAIAPUNI O ANUENUE,DEPARTMENT OF EDUCATION,(808)733-8478,332,"10TH AVENUE
HONOLULU, HAWAII 96816
(21.29173036454597, -157.79618736552595)",10TH AVENUE ,   ,HONOLULU,HAWAII,96816,"10TH AVENUE
HONOLULU, HAWAII 96816
(21.29173036454597, -157.79618736552595)",10TH AVENUE ,   ,HONOLULU,HAWAII,96816,,,332,Open,137 New and Renewal 1,Category 1,07/27/2011 12:00:00 AM,3,4,4,6,08/06/2013 12:00:00 AM
HEIGHTS COFFEE SHOP & DRIVE IN,"THE HEIGHTS, INC.",(808)487-8884,334,"AIEA HEIGHTS DRIVE
AIEA, HAWAII 96701
(21.3798999048238, -157.92917909123395)",AIEA HEIGHTS DRIVE,101,AIEA,HAWAII,96701,"AIEA HEIGHTS DRIVE
AIEA, HAWAII 96701
(21.3798999048238, -157.92917909123395)",AIEA HEIGHTS DRIVE,101,AIEA,HAWAII,96701,,,334,Open,137 New and Renewal 1,Category 1,04/12/2011 12:00:00 AM,9,8,38,2,04/09/2013 12:00:00 AM
NUUANU ELEMENTARY SCHOOL,DEPARTMENT OF EDUCATION,(808)595-5429,339,"PUIWA LANE
HONOLULU, HAWAII 96817
(21.32182167964632, -157.863591551622)",PUIWA LANE ,   ,HONOLULU,HAWAII,96817,"PUIWA LANE
HONOLULU, HAWAII 96817
(21.32182167964632, -157.863591551622)",PUIWA LANE ,   ,HONOLULU,HAWAII,96817, ANDREW SHIMADA,,339,Open,137 New and Renewal 2,Category 2,04/20/2011 12:00:00 AM,2,2,43,11,05/11/2013 12:00:00 AM
AIEA INTERMEDIATE SCHOOL,DEPARTMENT OF EDUCATION,(808)483-7233,340,"KULAWEA STREET
AIEA, HAWAII 96701
(21.379090851272558, -157.9258752512844)",KULAWEA STREET ,   ,AIEA,HAWAII,96701,"KULAWEA STREET
AIEA, HAWAII 96701
(21.379090851272558, -157.9258752512844)",KULAWEA STREET ,   ,AIEA,HAWAII,96701,,,340,Open,137 New and Renewal 1,Category 1,05/04/2011 12:00:00 AM,9,9,5,1,05/03/2013 12:00:00 AM
ZIPPY'S VINEYARD,"FCH ENTERPRISES, INC.",(808)973-0880,343,"NORTH VINEYARD BOULEVARD
HONOLULU, HAWAII 96817
(21.316695013503107, -157.8596712440917)",NORTH VINEYARD BOULEVARD,   ,HONOLULU,HAWAII,96817,"SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.28996578888771, -157.8182999635788)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96826,,,343,Open,137 New and Renewal 1,Category 1,03/16/2011 12:00:00 AM,1,7,6,32,04/01/2013 12:00:00 AM
ONO HAWAIIAN FOODS,"ONO HAWAIIAN FOOD, INC.",(808)737-2275,344,"KAPAHULU AVENUE
HONOLULU, HAWAII 96816
(21.287804823888052, -157.81283381628828)",KAPAHULU AVENUE ,   ,HONOLULU,HAWAII,96816,"KAPAHULU AVENUE
HONOLULU, HAWAII 96816
(21.287804823888052, -157.81283381628828)",KAPAHULU AVENUE ,   ,HONOLULU,HAWAII,96816,,,344,Open,137 New and Renewal 1,Category 1,04/20/2011 12:00:00 AM,2,7,24,1,05/10/2013 12:00:00 AM
JARRETT INTERMEDIATE SCHOOL CAFETERIA,DEPARTMENT OF EDUCATION,(808)733-8478,345,"PALOLO AVENUE
HONOLULU, HAWAII 96816
(21.291586473021255, -157.80146638583793)",PALOLO AVENUE ,   ,HONOLULU,HAWAII,96816,"PALOLO AVENUE
HONOLULU, HAWAII 96816
(21.291586473021255, -157.80146638583793)",PALOLO AVENUE ,   ,HONOLULU,HAWAII,96816,,,345,Open,137 New and Renewal 3,Category 3,07/27/2011 12:00:00 AM,3,4,7,9,07/30/2013 12:00:00 AM
PALOLO CHINESE HOME,PALOLO CHINESE HOME,(808)748-4918,346,"10TH AVENUE
HONOLULU, HAWAII 96816
(21.29173036454597, -157.79618736552595)",10TH AVENUE ,   ,HONOLULU,HAWAII,96816,"10TH AVENUE
HONOLULU, HAWAII 96816
(21.29173036454597, -157.79618736552595)",10TH AVENUE ,   ,HONOLULU,HAWAII,96816, FOOD SERVICE,,346,Open,137 New and Renewal 1,Category 1,02/15/2011 12:00:00 AM,3,4,13,1,02/20/2013 12:00:00 AM
ISLAND NURSING HOME,"ISLAND NURSING HOME, INC.",(808)946-5027,347,"ALEXANDER STREET
HONOLULU, HAWAII 96826
(21.297596726192356, -157.8320556519219)",ALEXANDER STREET ,   ,HONOLULU,HAWAII,96826,"ALEXANDER STREET
HONOLULU, HAWAII 96826
(21.297596726192356, -157.8320556519219)",ALEXANDER STREET ,   ,HONOLULU,HAWAII,96826,,,347,Open,137 New and Renewal 2,Category 2,02/15/2011 12:00:00 AM,3,8,10,23,02/20/2013 12:00:00 AM
MCDONALD'S OF WARD GATEWAY,MCDONALD'S CORP.,(808)592-4714,349,"WARD AVENUE
HONOLULU, HAWAII 96814
(21.305525964475436, -157.84878871101972)",WARD AVENUE ,   ,HONOLULU,HAWAII,96814,"WARD AVENUE
HONOLULU, HAWAII 96814
(21.305525964475436, -157.84878871101972)",WARD AVENUE ,   ,HONOLULU,HAWAII,96814,,,349,Open,137 New and Renewal 2,Category 2,05/05/2011 12:00:00 AM,2,3,2,57,05/10/2013 12:00:00 AM
SHINSHU KYOKAI MISSION DORMITORY,SHINSHU KYOKAI MISSION,(808)973-0150,356,"SOUTH BERETANIA STREET
HONOLULU, HAWAII 96826
(21.296640662825922, -157.8295746958637)",SOUTH BERETANIA STREET,   ,HONOLULU,HAWAII,96826,"SOUTH BERETANIA STREET
HONOLULU, HAWAII 96826
(21.296640662825922, -157.8295746958637)",SOUTH BERETANIA STREET,   ,HONOLULU,HAWAII,96826,,,356,Open,137 New and Renewal 3,Category 3,07/14/2011 12:00:00 AM,2,8,1,43,08/06/2013 12:00:00 AM
ALIAMANU ELEMENTARY SCHOOL,DEPARTMENT OF EDUCATION,(808)421-4105,357,"SALT LAKE BOULEVARD
HONOLULU, HAWAII 96818
(21.343920326535727, -157.9059924635557)",SALT LAKE BOULEVARD,   ,HONOLULU,HAWAII,96818,"SALT LAKE BOULEVARD
HONOLULU, HAWAII 96818
(21.343920326535727, -157.9059924635557)",SALT LAKE BOULEVARD,   ,HONOLULU,HAWAII,96818,,,357,Open,137 New and Renewal 3,Category 3,06/15/2011 12:00:00 AM,1,1,10,33,05/25/2013 12:00:00 AM
HOKULANI ELEMENTARY SCHOOL CAFETERIA,DEPARTMENT OF EDUCATION,(808)733-4908,361,"KAMAKINI STREET
HONOLULU, HAWAII 96816
(21.290326882901024, -157.812146550979)",KAMAKINI STREET ,   ,HONOLULU,HAWAII,96816,"KAMAKINI STREET
HONOLULU, HAWAII 96816
(21.290326882901024, -157.812146550979)",KAMAKINI STREET ,   ,HONOLULU,HAWAII,96816,,,361,Open,137 New and Renewal 1,Category 1,05/09/2011 12:00:00 AM,2,8,29,10,05/25/2013 12:00:00 AM
LEEWARD DRIVE IN,"LEEWARD DRIVE IN, INC.",(808)671-7323,362,"PUPUKAHI STREET
WAIPAHU, HAWAII 96797
(21.380880157310457, -158.01738910846274)",PUPUKAHI STREET ,   ,WAIPAHU,HAWAII,96797,"PUPUKAHI STREET
WAIPAHU, HAWAII 96797
(21.380880157310457, -158.01738910846274)",PUPUKAHI STREET ,   ,WAIPAHU,HAWAII,96797,,,362,Open,137 New and Renewal 1,Category 1,06/22/2011 12:00:00 AM,9,4,27,2,07/02/2013 12:00:00 AM
"FUKUYA, INC.","FUKUYA, INC.",(808)946-2073,367,"SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.28996578888771, -157.8182999635788)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96826,"SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.28996578888771, -157.8182999635788)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96826,,,367,Open,137 New and Renewal 2,Category 2,04/20/2011 12:00:00 AM,2,8,24,21,04/12/2013 12:00:00 AM
AIEA HONGWANJI PRESCHOOL & MAIN KITCHEN,AIEA HONGWANJI MISSION,(808)488-0404,368,"PUAKALA STREET
AIEA, HAWAII 96701
(21.37726574621149, -157.9308781063966)",PUAKALA STREET ,   ,AIEA,HAWAII,96701,"PUAKALA STREET
AIEA, HAWAII 96701
(21.37726574621149, -157.9308781063966)",PUAKALA STREET ,   ,AIEA,HAWAII,96701,,,368,Open,137 New and Renewal 2,Category 2,04/06/2011 12:00:00 AM,9,9,42,34,04/12/2013 12:00:00 AM
ZIPPY'S KALIHI,"FCH ENTERPRISES, INC.",(808)973-0880,370,"MOKAUEA STREET
HONOLULU, HAWAII 96819
(21.325630308440395, -157.88371837863772)",MOKAUEA STREET ,   ,HONOLULU,HAWAII,96819,"SOUTH KING STREET
HONOLULU, HAWAII 96826
(21.28996578888771, -157.8182999635788)",SOUTH KING STREET,   ,HONOLULU,HAWAII,96826,,,370,Open,137 New and Renewal 1,Category 1,03/16/2011 12:00:00 AM,1,2,1,52,04/01/2013 12:00:00 AM
NIU VALLEY MIDDLE SCHOOL,DEPARTMENT OF EDUCATION,(808)377-2400,374,"HALEMAUMAU STREET
HONOLULU, HAWAII 96821
(21.281990706968628, -157.73475467770447)",HALEMAUMAU STREET ,   ,HONOLULU,HAWAII,96821,"HALEMAUMAU STREET
HONOLULU, HAWAII 96821
(21.281990706968628, -157.73475467770447)",HALEMAUMAU STREET ,   ,HONOLULU,HAWAII,96821,,,374,Open,137 New and Renewal 1,Category 1,05/18/2011 12:00:00 AM,3,7,3,10,05/10/2013 12:00:00 AM
ST. ANTHONY SCHOOL,ST. ANTHONY CHURCH,(808)845-2769,380,"PUUHALE ROAD
HONOLULU, HAWAII 96819
(21.326952311823504, -157.88549004303545)",PUUHALE ROAD ,   ,HONOLULU,HAWAII,96819,"PUUHALE ROAD
HONOLULU, HAWAII 96819
(21.326952311823504, -157.88549004303545)",PUUHALE ROAD ,   ,HONOLULU,HAWAII,96819, SR. ELEONOR AMANTE,,380,Open,137 New and Renewal 3,Category 3,03/31/2011 12:00:00 AM,1,2,12,4,04/14/2013 12:00:00 AM
KOKO HEAD ELEMENTARY SCHOOL CAFETERIA,DEPARTMENT OF EDUCATION,(808)397-5813,383,"LUNALILO HOME ROAD
HONOLULU, HAWAII 96825
(21.305391066171012, -157.68456351524924)",LUNALILO HOME ROAD,   ,HONOLULU,HAWAII,96825,"LUNALILO HOME ROAD
HONOLULU, HAWAII 96825
(21.305391066171012, -157.68456351524924)",LUNALILO HOME ROAD,   ,HONOLULU,HAWAII,96825,,,383,Open,137 New and Renewal 1,Category 1,05/02/2011 12:00:00 AM,3,9,22,37,05/05/2013 12:00:00 AM
